,Unnamed: 0,name,link,address,city,state,ratings,zipcode,1 BED,2 BEDS,3 BEDS,Studio,2+ BEDS,4 BEDS,3+ BEDS,5 BEDS
76,76,Emery Village Apartments,https://www.rentcafe.com/apartments/nc/concord/emery-village-apartments/default.aspx,"170 Emery Ave.,",Concord,NC,5.0,28027,"$1,400+","$1,600+",Ask for pricing,"$1,237+","$1,813+",,,
77,77,Waters Edge Apartment Homes (NC),https://www.rentcafe.com/apartments/nc/concord/waters-edge-apartment-homes-nc0/default.aspx,"100 Waterview Drive,",Concord,NC,5.0,28027,"$1,195+","$1,600+",Ask for pricing,"$1,045+","$1,350+",,,
78,78,3212 Pinecrest Drive,https://www.rentcafe.com/apartments/nc/raleigh/3212-pinecrest-drive-1/default.aspx,"3212 Pinecrest Drive,",Raleigh,NC,5.0,27609,"$1,195+","$1,600+","$1,525","$1,045+","$1,350+",,,
79,79,9200 Exchange,https://www.rentcafe.com/apartments/nc/raleigh/9200-exchange/default.aspx,"9240 Bruckhaus Street,",Raleigh,NC,5.0,27617,"$1,670+","$2,105+","$2,815+","$1,045+","$1,350+",,,
80,80,Ogburn Place Apartments,https://www.rentcafe.com/apartments/nc/winston-salem/ogburn-place-apartments0/default.aspx,"4336 Ogburn Avenue,",Winston-Salem,NC,5.0,27105,"$1,670+",$900,"$2,815+","$1,045+","$1,350+",,,
81,81,Foxcreek Apartments,https://www.rentcafe.com/apartments/nc/winston-salem/fox-creek0/default.aspx,"1100 Barbara Ann Circle,",Winston Salem,NC,5.0,27103,"$1,045+","$1,180+",Ask for pricing,"$1,045+","$1,350+",,,
82,82,Berkshire Main Street,https://www.rentcafe.com/apartments/nc/durham/berkshire-main-street/default.aspx,"704 15Th Street,",Durham,NC,5.0,27705,"$2,054+","$1,180+",Ask for pricing,Ask for pricing,Ask for pricing,,,
83,83,Alta Wren,https://www.rentcafe.com/apartments/nc/cary/alta-wren0/default.aspx,"3000 Orchid Street,",Cary,NC,5.0,27519,"$1,726+","$2,407+","$3,019+",Ask for pricing,Ask for pricing,,,
84,84,Wayside Apartments,https://www.rentcafe.com/apartments/nc/fayetteville/wayside-apartments-0/default.aspx,"1131 Capeharbor Court,",Fayetteville,NC,5.0,28314,"$1,726+","$2,407+","$3,019+",Ask for pricing,Ask for pricing,,,
85,85,Matthews Reserve,https://www.rentcafe.com/apartments/nc/matthews/matthews-reserve0/default.aspx,"1315 Cameron Village Drive,",Matthews,NC,5.0,28105,"$1,384+","$1,652+","$1,825+",Ask for pricing,Ask for pricing,,,
86,86,Hawthorne Waterstone,https://www.rentcafe.com/apartments/nc/mooresville/hawthorne-at-waterstone/default.aspx,"111 Grove Park Drive,",Mooresville,NC,5.0,28117,"$1,500+","$1,802+","$1,983+",Ask for pricing,Ask for pricing,,,
87,87,Trellis Pointe,https://www.rentcafe.com/apartments/nc/holly-springs/trellis-pointe/default.aspx,"2000 Trellis Pointe Dr.,",Holly Springs,NC,5.0,27540,"$1,415+","$1,714","$1,899+",Ask for pricing,Ask for pricing,,,
88,88,Loch Raven Pointe Apartments And Townhomes,https://www.rentcafe.com/apartments/nc/raleigh/loch-raven-pointe-apartments-and-townhomes/default.aspx,"5811 Loch Raven Pointe Loop,",Raleigh,NC,5.0,27604,Ask for pricing,"$1,690+",Ask for pricing,Ask for pricing,Ask for pricing,,,
89,89,The Heritage At Arlington Apartment Homes,https://www.rentcafe.com/apartments/nc/greenville/the-heritage-at-arlington-apt-homes-0/default.aspx,"2700 West Arlington Blvd,",Greenville,NC,5.0,27834,"$1,103","$1,360",Ask for pricing,Ask for pricing,Ask for pricing,,,
90,90,The Creek,https://www.rentcafe.com/apartments/nc/wilmington/the-creek0/default.aspx,"2247 Wrightsville Ave,",Wilmington,NC,5.0,28403,"$1,070+","$1,360",Ask for pricing,Ask for pricing,"$1,120+",,,
91,91,Hawthorne At Westport,https://www.rentcafe.com/apartments/nc/denver/hawthorne-at-westport/default.aspx,"1079 Beckstead Court,",Denver,NC,5.0,28037,"$1,408+","$1,707+","$1,841+",Ask for pricing,"$1,120+",,,
92,92,Blue Hill Apartments,https://www.rentcafe.com/apartments/nc/raleigh/blue-ridge-apartments0/default.aspx,"601 Crimson Cross Court,",Raleigh,NC,5.0,27606,"$1,408+","$1,585","$1,841+",Ask for pricing,"$1,120+",,,
93,93,Greys Harbor Lake Norman,https://www.rentcafe.com/apartments/nc/huntersville/grays-harbor-lake-norman/default.aspx,"8701 Pinnacle Cross Drive,",Huntersville,NC,5.0,28078,"$1,372+","$1,357+","$1,782+",Ask for pricing,"$1,120+",,,
94,94,Crosstown At Chapel Hill,https://www.rentcafe.com/apartments/nc/chapel-hill/crosstown-at-chapel-hill0/default.aspx,"6123 Farrington Road,",Chapel Hill,NC,5.0,27517,"$1,141+","$1,458+","$1,715+",Ask for pricing,"$1,120+",,,
95,95,The Apartments At St. Marys,https://www.rentcafe.com/apartments/nc/raleigh/st-marys-square-apartments-0/default.aspx,"600 St Marys St,",Raleigh,NC,5.0,27605,"$2,435+","$1,458+","$1,715+",Ask for pricing,"$2,177+",,,
96,96,ARIUM FreeMoreWest,https://www.rentcafe.com/apartments/nc/charlotte/arium-freemorewest/default.aspx,"2024 Millerton Ave,",Charlotte,NC,5.0,28208,"$1,380+","$1,870+","$1,715+",Ask for pricing,"$2,177+",,,
97,97,Aviation Crossing,https://www.rentcafe.com/apartments/nc/morrisville/aviation-crossing/default.aspx,"4555 Mccrimmon Parkway,",Morrisville,NC,5.0,27560,"$1,504+","$1,870+","$1,715+",Ask for pricing,"$1,721+",,,
98,98,Ashford Green,https://www.rentcafe.com/apartments/nc/charlotte/ashford-green/default.aspx,"230 Barton Creek Drive,",Charlotte,NC,5.0,28262,"$1,180+","$1,505+","$1,630+",Ask for pricing,"$1,721+",,,
99,99,Tree Top,https://www.rentcafe.com/apartments/nc/raleigh/tree-top0/default.aspx,"13285 Steinbeck Drive,",Raleigh,NC,5.0,27609,"$1,339+","$1,523+","$1,630+","$1,209+","$1,721+",,,
0,0,Bexley Crossing At Providence,https://www.rentcafe.com/apartments/nc/charlotte/bexley-crossing-at-providence/default.aspx,11215 Club Creek Lane,Charlotte,NC,5.0,28277,"$1,439+","$1,919+","$2,125+",,,,,
1,1,The Crossings At Alexander Place,https://www.rentcafe.com/apartments/nc/raleigh/the-crossings-at-alexander-place/default.aspx,7521 Windmill Harbor Way,Raleigh,NC,4.5,27617,"$1,356+","$1,508+","$1,994+",,,,,
2,2,South Square Townhomes,https://www.rentcafe.com/apartments/nc/durham/south-square-townhomes/default.aspx,3300 Shannon Rd,Durham,NC,4.5,27707,"$1,235+","$1,338+","$1,398+",,,,,
3,3,Lofts At North Hills,https://www.rentcafe.com/apartments/nc/raleigh/lofts-at-north-hills/default.aspx,214 Loft Lane,Raleigh,NC,4.5,27609,"$1,440+","$1,410","$1,745+",,,,,
4,4,6114 Hunter Ave,https://www.rentcafe.com/apartments/nc/charlotte/6114-hunter-ave/default.aspx,6114 Hunter Ave,Charlotte,NC,4.5,28262,"$1,440+","$1,410","$1,745+",,,"$2,149",,
5,5,Meridian At Harrison Pointe,https://www.rentcafe.com/apartments/nc/cary/meridian-at-harrison-pointe/default.aspx,2000 Banyon Grove Loop,Cary,NC,4.5,27513,"$1,596","$1,817+",Ask for pricing,,,"$2,149",,
6,6,The Exchange At Brier Creek,https://www.rentcafe.com/apartments/nc/raleigh/the-exchange-at-briercreek/default.aspx,9240 Bruckhaus Street,Raleigh,NC,4.0,27617,"$1,375+","$1,714+",Ask for pricing,"$1,363+",,"$2,149",,
7,7,Waterford Apartments,https://www.rentcafe.com/apartments/nc/spring-lake/waterford-apartments-1/default.aspx,801 Shell Drive,Spring Lake,NC,4.5,28390,"$1,210+","$1,425+",Ask for pricing,"$1,363+",,"$2,149",,
8,8,Promenade Park,https://www.rentcafe.com/apartments/nc/charlotte/promenade-park/default.aspx,11115 Shadow Grove Cir,Charlotte,NC,4.5,28277,"$1,735+","$1,880+","$2,580+","$1,363+",,"$2,149",,
9,9,904 West,https://www.rentcafe.com/apartments/nc/greenville/904-west0/default.aspx,904 Gabriel Dr.,Greenville,NC,4.5,27834,Ask for pricing,"$1,580+","$1,780","$1,363+",,"$2,149",,
10,10,Hawthorne Commons,https://www.rentcafe.com/apartments/nc/wilmington/hawthorne-commons/default.aspx,818-102 Strickland Place,Wilmington,NC,5.0,28403,"$1,085+","$1,365","$1,780","$1,363+",,"$2,149",,
11,11,Comet Garner,https://www.rentcafe.com/apartments/nc/garner/comet-garner/default.aspx,1500 Isner Lane,Garner,NC,5.0,27603,"$1,275+","$1,510+","$1,780","$1,363+",,"$2,149",,
12,12,Abbington Place Apartment Homes,https://www.rentcafe.com/apartments/nc/greensboro/abbington-place-apartment-homes/default.aspx,1521 Bridford Pkwy,Greensboro,NC,3.5,27407,"$1,076+","$1,159+","$1,905+","$1,363+",,"$2,149",,
13,13,Lakehurst Apartments,https://www.rentcafe.com/apartments/nc/spring-lake/lakehurst-apartments-1/default.aspx,1000 Riverbank Drive,Spring Lake,NC,3.5,28390,$900+,"$1,000+",Ask for pricing,"$1,363+",,"$2,149",,
14,14,Springfield Apartments,https://www.rentcafe.com/apartments/nc/durham/springfield-apartments-8/default.aspx,4600 University Drive,Durham,NC,4.0,27707,"$1,471+","$1,000+",Ask for pricing,"$1,305+",,"$2,149",,
15,15,The Villas At Avery Creek,https://www.rentcafe.com/apartments/nc/arden/the-villas-at-avery-creek/default.aspx,260 Amethyst Circle,Arden,NC,4.5,28704,"$1,471+","$1,000+",Ask for pricing,"$1,305+",,"$2,149",,
16,16,The Harrison,https://www.rentcafe.com/apartments/nc/asheville/the-harrison1/default.aspx,257 Broadway Street,Asheville,NC,4.0,28801,"$1,698","$2,570",Ask for pricing,"$1,504",,"$2,149",,
17,17,Hawthorne At Oak Ridge,https://www.rentcafe.com/apartments/nc/greensboro/hawthorne-at-oak-ridge/default.aspx,5855 Old Oak Ridge Road,Greensboro,NC,5.0,27410,"$1,029+","$1,394",Ask for pricing,"$1,504",,"$2,149",,
18,18,Greenwood Village,https://www.rentcafe.com/apartments/nc/charlotte/greenwood-village0/default.aspx,101 Ramblelake Road,Charlotte,NC,3.5,28273,"$1,029+","$1,500","$1,500+","$1,504",,"$2,149",,
19,19,Spring Forest At Deerfield,https://www.rentcafe.com/apartments/nc/mebane/spring-forest-at-deerfield0/default.aspx,100 Willow Brook Ct,Mebane,NC,5.0,27302,"$1,270+","$1,295+","$1,540+","$1,504",,"$2,149",,
20,20,The Village Lofts,https://www.rentcafe.com/apartments/nc/greensboro/the-village-lofts/default.aspx,309-G Pisgah Church Road,Greensboro,NC,5.0,27455,Ask for pricing,"$1,673+","$2,273","$1,504",,"$2,149",,
21,21,Holly Springs Place,https://www.rentcafe.com/apartments/nc/holly-springs/holly-springs-place0/default.aspx,1501 Hendricks Hill Ln,Holly Springs,NC,4.5,27540,"$1,271+","$1,699+","$2,273","$1,504",,"$2,149",,
22,22,The Brooks On Eleven66,https://www.rentcafe.com/apartments/nc/spring-lake/the-brooks-on-eleven66/default.aspx,1166 Pine Knoll Dr.,Spring Lake,NC,3.5,28390,"$1,030","$1,180","$1,328+","$1,504",,"$2,149",,
23,23,861 Franklin,https://www.rentcafe.com/apartments/nc/wake-forest/861-franklin0/default.aspx,861 S. Franklin St.,Wake Forest,NC,3.5,27587,"$1,030","$1,180","$2,500","$1,504",,"$2,149",,
24,24,Kensington Place,https://www.rentcafe.com/apartments/nc/greensboro/kensington-place/default.aspx,3844 Battleground Ave,Greensboro,NC,3.5,27410,"$1,090",Ask for pricing,"$2,500","$1,504",,"$2,149",,
25,25,Lake Johnson Mews,https://www.rentcafe.com/apartments/nc/raleigh/lake-johnson-mews/default.aspx,4233 Avent Ferry Road,Raleigh,NC,5.0,27606,"$1,337+","$1,621+","$1,829+","$1,504",,"$2,149",,
26,26,Bell Lake Norman,https://www.rentcafe.com/apartments/nc/mooresville/bell-lake-norman/default.aspx,106 Plantation Pointe Loop,Mooresville,NC,4.5,28117,"$1,333+","$1,553+","$2,048+","$1,504",,"$2,149",,
27,27,Midtown Green,https://www.rentcafe.com/apartments/nc/raleigh/midtown-green/default.aspx,201 Park At North Hills Street,Raleigh,NC,4.5,27609,"$1,520+","$1,945+","$2,048+",Ask for pricing,,"$2,149",,
28,28,318 B W Chestnut Avenue,https://www.rentcafe.com/apartments/nc/wake-forest/318-b-w-chestnut-avenue-0/default.aspx,318 B W Chestnut Avenue,Wake Forest,NC,4.5,27587,"$1,520+","$1,450","$2,048+",Ask for pricing,,"$2,149",,
29,29,Mill 800,https://www.rentcafe.com/apartments/nc/winston-salem/mill-800-0/default.aspx,800 Chatham Road,Winston-Salem,NC,4.5,27101,"$1,266","$1,721","$1,967",Ask for pricing,,"$2,149",,
30,30,Lofts Of Wilmington,https://www.rentcafe.com/apartments/nc/wilmington/lofts-of-wilmington/default.aspx,5208-2 Ringo Drive,Wilmington,NC,4.5,28405,"$1,065",Ask for pricing,"$1,967",Ask for pricing,,"$2,149",,
31,31,Lenox At Patterson Place,https://www.rentcafe.com/apartments/nc/durham/lenox-at-patterson-place/default.aspx,100 Rose Garden Lane,Durham,NC,3.5,27707,"$1,268+",Ask for pricing,"$1,967","$1,163+","$1,441+","$2,149",,
32,32,Hawthorne At Oleander,https://www.rentcafe.com/apartments/nc/wilmington/hawthorne-at-oleander/default.aspx,3529 Adirondack Way,Wilmington,NC,3.5,28403,"$2,020","$2,035+","$2,206","$1,163+","$1,441+","$2,149",,
33,33,Montford At Madison Park Apartments,https://www.rentcafe.com/apartments/nc/charlotte/montford-at-madison-park-apartments/default.aspx,1420 Estates Ave,Charlotte,NC,4.5,28209,"$1,690+","$1,693+","$2,622+","$1,163+","$1,441+","$2,149",,
34,34,Morganton Place Apartment Homes,https://www.rentcafe.com/apartments/nc/fayetteville/morganton-place-0/default.aspx,5650 Netherfield Pl,Fayetteville,NC,3.5,28314,$955+,"$1,225+","$1,385+","$1,163+","$1,441+","$2,149",,
35,35,The Arbors At East Village,https://www.rentcafe.com/apartments/nc/clayton/the-arbors-3/default.aspx,56 Bent Branch Loop,Clayton,NC,4.5,27527,Ask for pricing,"$1,604",Ask for pricing,"$1,163+","$1,441+","$2,149",,
36,36,Avellan Springs Apartments,https://www.rentcafe.com/apartments/nc/morrisville/avellan-springs-apartments/default.aspx,4551 Crown Parkway,Morrisville,NC,4.0,27560,"$1,366+","$1,514+","$1,754+","$1,163+","$1,441+","$2,149",,
37,37,South Park Village,https://www.rentcafe.com/apartments/nc/sanford/south-park-village0/default.aspx,1300 South Park Way,Sanford,NC,4.0,27332,"$1,278+","$1,502+","$1,733+","$1,163+","$1,441+","$2,149",,
38,38,Longhill Pointe Apartments And Townhomes,https://www.rentcafe.com/apartments/nc/fayetteville/longhill-pointe-apartments/default.aspx,4320 Longhill Pointe,Fayetteville,NC,4.5,28311,Ask for pricing,"$1,375+","$1,415+","$1,163+","$1,441+","$2,149",,
39,39,Plaza 25,https://www.rentcafe.com/apartments/nc/charlotte/plaza-25/default.aspx,1114 Clement Ave,Charlotte,NC,3.5,28205,Ask for pricing,"$1,375+","$1,415+","$1,163+","$1,441+","$2,149",,
40,40,The Linden,https://www.rentcafe.com/apartments/nc/davidson/the-linden-4/default.aspx,605 Jetton Street,Davidson,NC,5.0,28036,"$1,705+","$1,700+","$1,415+",Ask for pricing,"$1,441+","$2,149",,
41,41,Pointe At Research Park,https://www.rentcafe.com/apartments/nc/charlotte/pointe-at-research-park/default.aspx,9235 Senator Royall Drive,Charlotte,NC,4.0,28262,"$1,435+","$1,855+","$2,025",Ask for pricing,"$1,441+","$2,149",,
42,42,Bexley Panther Creek,https://www.rentcafe.com/apartments/nc/cary/bexley-panther-creek/default.aspx,2000 Alexan Drive,Cary,NC,4.5,27519,"$1,350+","$1,710+",Ask for pricing,Ask for pricing,"$1,441+","$2,149",,
43,43,742 Samuel Cary Drive,https://www.rentcafe.com/apartments/nc/cary/742-samuel-cary-drive-0/default.aspx,742 Samuel Cary Drive,Cary,NC,4.5,27511,"$1,350+","$1,710+","$1,950",Ask for pricing,"$1,441+","$2,149",,
44,44,Spectrum South End,https://www.rentcafe.com/apartments/nc/charlotte/spectrum-south-end/default.aspx,2225 Hawkins Street,Charlotte,NC,4.5,28203,"$1,683+","$2,445+","$1,950",Ask for pricing,"$1,441+","$2,149",,
45,45,Reserve At Asheville,https://www.rentcafe.com/apartments/nc/asheville/reserve-at-asheville0/default.aspx,11 Asheville Springs Circle,Asheville,NC,4.0,28806,"$1,329+","$2,445+","$1,950",Ask for pricing,"$1,599+","$2,149",,
46,46,The Reserve At Mayfaire,https://www.rentcafe.com/apartments/nc/wilmington/the-reserve-at-mayfaire1/default.aspx,1411 Parkview Circle,Wilmington,NC,4.5,28405,"$1,633+","$1,990+","$2,550+",Ask for pricing,"$1,599+","$2,149",,
47,47,Ardmore Terrace,https://www.rentcafe.com/apartments/nc/winston-salem/ardmore-terrace/default.aspx,2325 Cloverdale Ave,Winston-Salem,NC,4.0,27103,Ask for pricing,$985,"$2,550+",Ask for pricing,"$1,599+","$2,149",,
48,48,Stallings Mill Apartment Homes,https://www.rentcafe.com/apartments/nc/clayton/stallings-mill/default.aspx,47 Stallings Mill Loop,Clayton,NC,4.5,27520,"$1,299+","$1,329+","$1,799+",Ask for pricing,"$1,599+","$2,149",,
49,49,Lighthouse Apartment,https://www.rentcafe.com/apartments/nc/wilmington/lighthouse-apartment/default.aspx,4955 Pepys Lane,Wilmington,NC,5.0,28403,"$1,299+",$675,$635+,Ask for pricing,"$1,599+","$2,149",,
50,50,Bexley Crossing At Providence,https://www.rentcafe.com/apartments/nc/charlotte/bexley-crossing-at-providence/default.aspx,"11215 Club Creek Lane,",Charlotte,NC,5.0,28277,"$1,439+","$1,919+","$2,125+",Ask for pricing,"$1,599+","$2,149",,
51,51,The Crossings At Alexander Place,https://www.rentcafe.com/apartments/nc/raleigh/the-crossings-at-alexander-place/default.aspx,"7521 Windmill Harbor Way,",Raleigh,NC,5.0,27617,"$1,356+","$1,508+","$1,994+",Ask for pricing,"$1,599+","$2,149",,
52,52,South Square Townhomes,https://www.rentcafe.com/apartments/nc/durham/south-square-townhomes/default.aspx,"3300 Shannon Rd,",Durham,NC,5.0,27707,"$1,235+","$1,338+","$1,398+",Ask for pricing,"$1,599+","$2,149",,
53,53,Lofts At North Hills,https://www.rentcafe.com/apartments/nc/raleigh/lofts-at-north-hills/default.aspx,"214 Loft Lane,",Raleigh,NC,5.0,27609,"$1,440+","$1,410","$1,745+",Ask for pricing,"$1,599+","$2,149",,
54,54,6114 Hunter Ave,https://www.rentcafe.com/apartments/nc/charlotte/6114-hunter-ave/default.aspx,"6114 Hunter Ave,",Charlotte,NC,5.0,28262,"$1,440+","$1,410","$1,745+",Ask for pricing,"$1,599+","$2,149",,
55,55,Meridian At Harrison Pointe,https://www.rentcafe.com/apartments/nc/cary/meridian-at-harrison-pointe/default.aspx,"2000 Banyon Grove Loop,",Cary,NC,5.0,27513,"$1,596","$1,817+",Ask for pricing,Ask for pricing,"$1,599+","$2,149",,
56,56,The Exchange At Brier Creek,https://www.rentcafe.com/apartments/nc/raleigh/the-exchange-at-briercreek/default.aspx,"9240 Bruckhaus Street,",Raleigh,NC,5.0,27617,"$1,375+","$1,714+",Ask for pricing,"$1,363+","$1,599+","$2,149",,
57,57,Waterford Apartments,https://www.rentcafe.com/apartments/nc/spring-lake/waterford-apartments-1/default.aspx,"801 Shell Drive,",Spring Lake,NC,5.0,28390,"$1,210+","$1,425+",Ask for pricing,"$1,363+","$1,599+","$2,149",,
58,58,Promenade Park,https://www.rentcafe.com/apartments/nc/charlotte/promenade-park/default.aspx,"11115 Shadow Grove Cir,",Charlotte,NC,5.0,28277,"$1,735+","$1,880+","$2,580+","$1,363+","$1,599+","$2,149",,
59,59,904 West,https://www.rentcafe.com/apartments/nc/greenville/904-west0/default.aspx,"904 Gabriel Dr.,",Greenville,NC,5.0,27834,Ask for pricing,"$1,580+","$1,780","$1,363+","$1,599+","$2,149",,
60,60,Hawthorne Commons,https://www.rentcafe.com/apartments/nc/wilmington/hawthorne-commons/default.aspx,"818-102 Strickland Place,",Wilmington,NC,5.0,28403,"$1,085+","$1,365","$1,780","$1,363+","$1,599+","$2,149",,
61,61,Comet Garner,https://www.rentcafe.com/apartments/nc/garner/comet-garner/default.aspx,"1500 Isner Lane,",Garner,NC,5.0,27603,"$1,275+","$1,510+","$1,780","$1,363+","$1,599+","$2,149",,
62,62,Abbington Place Apartment Homes,https://www.rentcafe.com/apartments/nc/greensboro/abbington-place-apartment-homes/default.aspx,"1521 Bridford Pkwy,",Greensboro,NC,5.0,27407,"$1,076+","$1,159+","$1,905+","$1,363+","$1,599+","$2,149",,
63,63,Lakehurst Apartments,https://www.rentcafe.com/apartments/nc/spring-lake/lakehurst-apartments-1/default.aspx,"1000 Riverbank Drive,",Spring Lake,NC,5.0,28390,$900+,"$1,000+",Ask for pricing,"$1,363+","$1,599+","$2,149",,
64,64,Springfield Apartments,https://www.rentcafe.com/apartments/nc/durham/springfield-apartments-8/default.aspx,"4600 University Drive,",Durham,NC,5.0,27707,"$1,471+","$1,000+",Ask for pricing,"$1,305+","$1,599+","$2,149",,
65,65,The Villas At Avery Creek,https://www.rentcafe.com/apartments/nc/arden/the-villas-at-avery-creek/default.aspx,"260 Amethyst Circle,",Arden,NC,5.0,28704,"$1,471+","$1,000+",Ask for pricing,"$1,305+","$1,599+","$2,149",,
66,66,The Harrison,https://www.rentcafe.com/apartments/nc/asheville/the-harrison1/default.aspx,"257 Broadway Street,",Asheville,NC,5.0,28801,"$1,698","$2,570",Ask for pricing,"$1,504","$1,599+","$2,149",,
67,67,Hawthorne At Oak Ridge,https://www.rentcafe.com/apartments/nc/greensboro/hawthorne-at-oak-ridge/default.aspx,"5855 Old Oak Ridge Road,",Greensboro,NC,5.0,27410,"$1,029+","$1,394",Ask for pricing,"$1,504","$1,599+","$2,149",,
68,68,Greenwood Village,https://www.rentcafe.com/apartments/nc/charlotte/greenwood-village0/default.aspx,"101 Ramblelake Road,",Charlotte,NC,5.0,28273,"$1,029+","$1,500","$1,500+","$1,504","$1,599+","$2,149",,
69,69,Spring Forest At Deerfield,https://www.rentcafe.com/apartments/nc/mebane/spring-forest-at-deerfield0/default.aspx,"100 Willow Brook Ct,",Mebane,NC,5.0,27302,"$1,270+","$1,295+","$1,540+","$1,504","$1,599+","$2,149",,
70,70,The Village Lofts,https://www.rentcafe.com/apartments/nc/greensboro/the-village-lofts/default.aspx,"309-G Pisgah Church Road,",Greensboro,NC,5.0,27455,Ask for pricing,"$1,673+","$2,273","$1,504","$1,599+","$2,149",,
71,71,Holly Springs Place,https://www.rentcafe.com/apartments/nc/holly-springs/holly-springs-place0/default.aspx,"1501 Hendricks Hill Ln,",Holly Springs,NC,5.0,27540,"$1,271+","$1,699+","$2,273","$1,504","$1,599+","$2,149",,
72,72,The Brooks On Eleven66,https://www.rentcafe.com/apartments/nc/spring-lake/the-brooks-on-eleven66/default.aspx,"1166 Pine Knoll Dr.,",Spring Lake,NC,5.0,28390,"$1,030","$1,180","$1,328+","$1,504","$1,599+","$2,149",,
73,73,861 Franklin,https://www.rentcafe.com/apartments/nc/wake-forest/861-franklin0/default.aspx,"861 S. Franklin St.,",Wake Forest,NC,5.0,27587,"$1,030","$1,180","$2,500","$1,504","$1,599+","$2,149",,
74,74,Kensington Place,https://www.rentcafe.com/apartments/nc/greensboro/kensington-place/default.aspx,"3844 Battleground Ave,",Greensboro,NC,5.0,27410,"$1,090",Ask for pricing,"$2,500","$1,504","$1,599+","$2,149",,
75,75,Lake Johnson Mews,https://www.rentcafe.com/apartments/nc/raleigh/lake-johnson-mews/default.aspx,"4233 Avent Ferry Road,",Raleigh,NC,5.0,27606,"$1,337+","$1,621+","$1,829+","$1,504","$1,599+","$2,149",,
76,76,Bell Lake Norman,https://www.rentcafe.com/apartments/nc/mooresville/bell-lake-norman/default.aspx,"106 Plantation Pointe Loop,",Mooresville,NC,5.0,28117,"$1,333+","$1,553+","$2,048+","$1,504","$1,599+","$2,149",,
77,77,Midtown Green,https://www.rentcafe.com/apartments/nc/raleigh/midtown-green/default.aspx,"201 Park At North Hills Street,",Raleigh,NC,5.0,27609,"$1,520+","$1,945+","$2,048+",Ask for pricing,"$1,599+","$2,149",,
78,78,318 B W Chestnut Avenue,https://www.rentcafe.com/apartments/nc/wake-forest/318-b-w-chestnut-avenue-0/default.aspx,"318 B W Chestnut Avenue,",Wake Forest,NC,5.0,27587,"$1,520+","$1,450","$2,048+",Ask for pricing,"$1,599+","$2,149",,
79,79,Mill 800,https://www.rentcafe.com/apartments/nc/winston-salem/mill-800-0/default.aspx,"800 Chatham Road,",Winston-Salem,NC,5.0,27101,"$1,266","$1,721","$1,967",Ask for pricing,"$1,599+","$2,149",,
80,80,Lofts Of Wilmington,https://www.rentcafe.com/apartments/nc/wilmington/lofts-of-wilmington/default.aspx,"5208-2 Ringo Drive,",Wilmington,NC,5.0,28405,"$1,065",Ask for pricing,"$1,967",Ask for pricing,"$1,599+","$2,149",,
81,81,Lenox At Patterson Place,https://www.rentcafe.com/apartments/nc/durham/lenox-at-patterson-place/default.aspx,"100 Rose Garden Lane,",Durham,NC,5.0,27707,"$1,268+",Ask for pricing,"$1,967","$1,163+","$1,441+","$2,149",,
82,82,Hawthorne At Oleander,https://www.rentcafe.com/apartments/nc/wilmington/hawthorne-at-oleander/default.aspx,"3529 Adirondack Way,",Wilmington,NC,5.0,28403,"$2,020","$2,035+","$2,206","$1,163+","$1,441+","$2,149",,
83,83,Montford At Madison Park Apartments,https://www.rentcafe.com/apartments/nc/charlotte/montford-at-madison-park-apartments/default.aspx,"1420 Estates Ave,",Charlotte,NC,5.0,28209,"$1,690+","$1,693+","$2,622+","$1,163+","$1,441+","$2,149",,
84,84,Morganton Place Apartment Homes,https://www.rentcafe.com/apartments/nc/fayetteville/morganton-place-0/default.aspx,"5650 Netherfield Pl,",Fayetteville,NC,5.0,28314,$955+,"$1,225+","$1,385+","$1,163+","$1,441+","$2,149",,
85,85,The Arbors At East Village,https://www.rentcafe.com/apartments/nc/clayton/the-arbors-3/default.aspx,"56 Bent Branch Loop,",Clayton,NC,5.0,27527,Ask for pricing,"$1,604",Ask for pricing,"$1,163+","$1,441+","$2,149",,
86,86,Avellan Springs Apartments,https://www.rentcafe.com/apartments/nc/morrisville/avellan-springs-apartments/default.aspx,"4551 Crown Parkway,",Morrisville,NC,5.0,27560,"$1,366+","$1,514+","$1,754+","$1,163+","$1,441+","$2,149",,
87,87,South Park Village,https://www.rentcafe.com/apartments/nc/sanford/south-park-village0/default.aspx,"1300 South Park Way,",Sanford,NC,5.0,27332,"$1,278+","$1,502+","$1,733+","$1,163+","$1,441+","$2,149",,
88,88,Longhill Pointe Apartments And Townhomes,https://www.rentcafe.com/apartments/nc/fayetteville/longhill-pointe-apartments/default.aspx,"4320 Longhill Pointe,",Fayetteville,NC,5.0,28311,Ask for pricing,"$1,375+","$1,415+","$1,163+","$1,441+","$2,149",,
89,89,Plaza 25,https://www.rentcafe.com/apartments/nc/charlotte/plaza-25/default.aspx,"1114 Clement Ave,",Charlotte,NC,5.0,28205,Ask for pricing,"$1,375+","$1,415+","$1,163+","$1,441+","$2,149",,
90,90,The Linden,https://www.rentcafe.com/apartments/nc/davidson/the-linden-4/default.aspx,"605 Jetton Street,",Davidson,NC,5.0,28036,"$1,705+","$1,700+","$1,415+",Ask for pricing,"$1,441+","$2,149",,
